,a,TSNE_1,TSNE_2,X     
1614,X29.130,-6.84563403,-1.242891334,T cell_Pclaf high(Mammary-Gland-Involution)   
1615,X42.14,-7.213872273,-0.83951832,T cell_Ms4a4b high(Thymus)   
1616,X43.14,-6.841476465,-1.226229477,T cell_Ms4a4b high(Thymus)   
1617,X44.14,-6.544108481,-1.121617971,T cell_Ms4a4b high(Thymus)   
1618,X11.51,-6.08761545,-1.149663051,T cell_Trbc2 high(Peripheral_Blood)   
1619,X37.113,-6.599416648,-1.231770451,T cell_Cd8b1 high(Mammary-Gland-Virgin)   
1620,X47.14,-7.303550543,-1.135246532,T cell_Ms4a4b high(Thymus)   
1621,X48.14,-7.020422907,-0.735921569,T cell_Ms4a4b high(Thymus)   
1622,X49.14,-7.216021317,-0.823339122,T cell_Ms4a4b high(Thymus)   
1623,X1.15,-7.215266329,-1.041237383,DPT cell(Thymus)    
1624,X3.15,-7.066171471,-1.727160122,DPT cell(Thymus)    
1625,X4.15,-7.259225376,-1.058852994,DPT cell(Thymus)    
1626,X5.15,-7.347646624,-1.10802729,DPT cell(Thymus)    
1627,X6.15,-6.91010951,-1.261078412,DPT cell(Thymus)    
1628,X7.15,-7.288043954,-0.997933684,DPT cell(Thymus)    
1629,X8.15,-7.375586745,-1.219818484,DPT cell(Thymus)    
1630,X9.15,-7.337183417,-1.095267661,DPT cell(Thymus)    
1631,X10.15,-7.219082866,-1.129659754,DPT cell(Thymus)    
1632,X11.15,-7.402734132,-0.806694291,DPT cell(Thymus)    
1633,X12.15,-7.317548413,-1.334235277,DPT cell(Thymus)    
1634,X13.15,-7.28026424,-1.046782381,DPT cell(Thymus)    
1635,X14.15,-7.191103222,-0.91444678,DPT cell(Thymus)    
1636,X15.15,-7.349206434,-1.180815552,DPT cell(Thymus)    
1637,X16.15,-7.424246446,-1.004338598,DPT cell(Thymus)    
1638,X17.15,-7.219110758,-1.399015255,DPT cell(Thymus)    
1639,X19.15,-7.332290478,-1.179497184,DPT cell(Thymus)    
1640,X20.15,-7.464204114,-0.980045059,DPT cell(Thymus)    
1641,X21.15,-7.382478332,-1.004451343,DPT cell(Thymus)    
1642,X22.15,-7.344573415,-1.056327303,DPT cell(Thymus)    
1643,X24.15,-7.265142805,-1.16007507,DPT cell(Thymus)    
1644,X25.15,-7.255303788,-1.002341554,DPT cell(Thymus)    
1645,X26.15,-7.299801046,-0.992413027,DPT cell(Thymus)    
1646,X27.15,-7.36225781,-1.196421387,DPT cell(Thymus)    
1647,X28.15,-7.104452018,-1.440876965,DPT cell(Thymus)    
1648,X29.15,-7.270036967,-1.039978577,DPT cell(Thymus)    
1649,X45.15,-7.249791372,-1.030645599,DPT cell(Thymus)    
1650,X30.15,-7.287798424,-1.087714335,DPT cell(Thymus)    
1651,X31.15,-7.148837942,-1.554544489,DPT cell(Thymus)    
1652,X32.15,-7.314592127,-0.999705639,DPT cell(Thymus)    
1653,X33.15,-7.296063549,-1.126553215,DPT cell(Thymus)    
1654,X34.15,-7.312296666,-1.048587257,DPT cell(Thymus)    
1655,X35.15,-7.209674758,-0.996232422,DPT cell(Thymus)    
1656,X36.15,-7.348566383,-0.832226009,DPT cell(Thymus)    
1657,X37.15,-7.079042394,-1.065045976,DPT cell(Thymus)    
1658,X40.15,-7.361090444,-1.252535783,DPT cell(Thymus)    
1659,X41.15,-7.090378191,-1.535117865,DPT cell(Thymus)    
1660,X44.15,-7.217898234,-1.149177388,DPT cell(Thymus)    
1661,X46.15,-7.347663455,-0.794314699,DPT cell(Thymus)    
1662,X47.15,-7.352180002,-1.006083725,DPT cell(Thymus)    
1663,X49.15,-7.334823378,-1.104842686,DPT cell(Thymus)    
1664,X4.16,9.915711158,7.526531137,Spermatocyte_1700001F09Rik high(Testis)    
1665,X0.17,9.90757289,7.399825154,Spermatocyte_1700001F09Rik high(Testis)    
1666,X15.16,9.897375368,7.34271554,Spermatocyte_1700001F09Rik high(Testis)    
1667,X16.16,9.906221816,7.515111365,Spermatocyte_1700001F09Rik high(Testis)    
1668,X34.16,9.90460539,7.475335461,Spermatocyte_1700001F09Rik high(Testis)    
1669,X44.16,9.904140156,7.215317632,Spermatocyte_1700001F09Rik high(Testis)    
1670,X9.16,9.916913898,8.836986389,Spermatocyte_1700001F09Rik high(Testis)    
1671,X1.16,9.933973129,8.840068729,Spermatocyte_1700001F09Rik high(Testis)    
1672,X13.16,9.927982735,8.841719815,Spermatocyte_1700001F09Rik high(Testis)    
1673,X42.16,9.9392839,8.837335332,Spermatocyte_1700001F09Rik high(Testis)    
1674,X46.16,9.939551361,8.824627856,Spermatocyte_1700001F09Rik high(Testis)    
1675,X49.16,9.951324617,8.834641981,Spermatocyte_1700001F09Rik high(Testis)    
1676,X11.16,9.918053455,7.609898923,Spermatocyte_1700001F09Rik high(Testis)    
1677,X2.16,9.917492488,7.660656421,Spermatocyte_1700001F09Rik high(Testis)    
1678,X12.16,9.917449544,7.553785373,Spermatocyte_1700001F09Rik high(Testis)    
1679,X23.16,9.914990696,7.592617407,Spermatocyte_1700001F09Rik high(Testis)    
1680,X32.16,9.907589533,7.677522666,Spermatocyte_1700001F09Rik high(Testis)    
1681,X18.20,9.867698788,7.659067705,Spermatocyte_Mesp1 high(Testis)    
1682,X42.19,11.69397804,-7.699288364,Spermatids_Tnp1 high(Testis)    
1683,X3.16,11.6706994,-7.745584047,Spermatocyte_1700001F09Rik high(Testis)    
1684,X44.21,11.6696953,-7.746125296,Spermatids_Cst13 high(Testis)    
1685,X0.23,11.67207066,-7.744808321,Elongating spermatid(Testis)    
1686,X26.22,11.70166001,-7.707375833,Elongating spermatid(Testis)    
1687,X49.22,11.63928945,-7.791427015,Elongating spermatid(Testis)    
1688,X5.16,9.905963928,8.850094813,Spermatocyte_1700001F09Rik high(Testis)    
1689,X41.16,9.883044652,8.836451425,Spermatocyte_1700001F09Rik high(Testis)    
1690,X21.16,9.946984618,7.105576522,Spermatocyte_1700001F09Rik high(Testis)    
1691,X6.16,11.97570839,-6.382074086,Spermatocyte_1700001F09Rik high(Testis)    
1692,X30.16,11.9813384,-6.600169662,Spermatocyte_1700001F09Rik high(Testis)    
1693,X0.20,11.97624324,-6.192932727,Spermatids_Tnp1 high(Testis)    
1694,X27.19,11.98335269,-6.60892573,Spermatids_Tnp1 high(Testis)    
1695,X4.23,11.97777429,-6.215169562,Spermatogonia_1700001P01Rik high(Testis)    
1696,X8.16,9.911947115,7.987462477,Spermatocyte_1700001F09Rik high(Testis)    
1697,X7.16,9.941466121,8.023711885,Spermatocyte_1700001F09Rik high(Testis)    
1698,X24.16,9.913801373,7.936115673,Spermatocyte_1700001F09Rik high(Testis)    
1699,X47.16,9.919002854,8.042035047,Spermatocyte_1700001F09Rik high(Testis)    
1700,X40.20,9.933959262,8.235200618,Spermatocyte_Mesp1 high(Testis)    
1701,X42.20,9.925500216,8.175708528,Spermatocyte_Mesp1 high(Testis)    
1702,X22.20,9.889462875,7.835605751,Spermatocyte_Mesp1 high(Testis)    
1703,X10.16,9.948815559,8.854724427,Spermatocyte_1700001F09Rik high(Testis)    
1704,X18.16,9.947848679,8.842281137,Spermatocyte_1700001F09Rik high(Testis)    
1705,X20.16,9.955622206,8.843806193,Spermatocyte_1700001F09Rik high(Testis)    
1706,X29.16,9.98786523,8.848630604,Spermatocyte_1700001F09Rik high(Testis)    
1707,X17.16,10.35338288,9.088275176,Spermatocyte_1700001F09Rik high(Testis)    
1708,X14.16,10.30336722,9.036845792,Spermatocyte_1700001F09Rik high(Testis)    
1709,X28.16,10.4221226,9.173698448,Spermatocyte_1700001F09Rik high(Testis)    
1710,X24.18,10.37839873,9.114660598,Spermatocyte_Slc2a3 high(Testis)    
1711,X41.18,10.32787222,9.039534741,Spermatocyte_Slc2a3 high(Testis)    
1712,X46.20,10.29501209,8.988802009,Spermatocyte_Mesp1 high(Testis)    
1713,X19.16,10.40993733,9.158514284,Spermatocyte_1700001F09Rik high(Testis)    
1714,X34.18,10.50744238,9.27368596,Spermatocyte_Slc2a3 high(Testis)    
1715,X44.18,10.46021535,9.218803757,Spermatocyte_Slc2a3 high(Testis)    
1716,X25.16,9.927285934,7.162277957,Spermatocyte_1700001F09Rik high(Testis)    
1717,X33.16,9.931231382,7.133693385,Spermatocyte_1700001F09Rik high(Testis)    
1718,X35.16,9.927316156,7.151152858,Spermatocyte_1700001F09Rik high(Testis)    
1719,X34.22,9.907778902,7.163224568,Elongating spermatid(Testis)    
1720,X22.16,11.65016029,-7.784016297,Spermatocyte_1700001F09Rik high(Testis)    
1721,X31.21,11.53657828,-7.91340818,Spermatids_Cst13 high(Testis)    
1722,X37.22,11.66884263,-7.775313692,Elongating spermatid(Testis)    
1723,X26.16,9.873677074,7.223203276,Spermatocyte_1700001F09Rik high(Testis)    
1724,X43.17,9.859028249,7.301672068,Spermatocyte_Calm2 high(Testis)    
1725,X37.20,9.86818369,7.249615216,Spermatocyte_Mesp1 high(Testis)    
1726,X29.23,9.86460856,7.251965036,Spermatogonia_1700001P01Rik high(Testis)    
1727,X27.16,11.69034753,-7.719893501,Spermatocyte_1700001F09Rik high(Testis)    
1728,X0.24,11.65639737,-7.775057461,Spermatogonia_1700001P01Rik high(Testis)    
1729,X40.23,11.71195795,-7.647130107,Spermatogonia_1700001P01Rik high(Testis)    
1730,X16.22,11.9791785,-6.68304109,Elongating spermatid(Testis)    
1731,X43.22,11.97946387,-6.654461663,Elongating spermatid(Testis)    
1732,X1.23,11.97760129,-6.679964808,Spermatogonia_1700001P01Rik high(Testis)    
1733,X2.22,11.9686417,-6.741403446,Elongating spermatid(Testis)    
1734,X31.16,11.96947359,-6.762994991,Spermatocyte_1700001F09Rik high(Testis)    
1735,X33.23,11.96212827,-6.781285032,Spermatogonia_1700001P01Rik high(Testis)    
1736,X48.23,11.95727161,-6.799771612,Spermatogonia_1700001P01Rik high(Testis)    
1737,X7.20,9.878194186,7.706422684,Spermatocyte_Mesp1 high(Testis)    
1738,X4.18,10.69591318,9.489526048,Spermatocyte_Slc2a3 high(Testis)    
1739,X36.16,10.57628848,9.359833719,Spermatocyte_1700001F09Rik high(Testis)    
1740,X15.18,10.66209936,9.45291454,Spermatocyte_Slc2a3 high(Testis)    
1741,X21.18,10.59770011,9.379132756,Spermatocyte_Slc2a3 high(Testis)    
1742,X27.18,10.64953411,9.439195668,Spermatocyte_Slc2a3 high(Testis)    
1743,X39.18,10.54083088,9.315254269,Spermatocyte_Slc2a3 high(Testis)    
1744,X37.16,11.50518888,-7.957851126,Spermatocyte_1700001F09Rik high(Testis)    
1745,X33.22,11.44052297,-8.009619702,Elongating spermatid(Testis)    
1746,X44.22,11.47518126,-7.980775838,Elongating spermatid(Testis)    
1747,X19.23,11.54119477,-7.913349536,Spermatogonia_1700001P01Rik high(Testis)    
1748,X32.23,11.46922703,-7.980835587,Spermatogonia_1700001P01Rik high(Testis)    
1749,X17.17,11.92846569,-6.924565663,Spermatocyte_Calm2 high(Testis)    
1750,X38.16,11.92337581,-6.955267395,Spermatocyte_1700001F09Rik high(Testis)    
1751,X29.20,11.94156402,-6.862101371,Spermatocyte_Mesp1 high(Testis)    
1752,X27.22,11.90253315,-7.033622623,Elongating spermatid(Testis)    
1753,X39.22,11.93903074,-6.878362481,Elongating spermatid(Testis)    
1754,X2.23,11.91419696,-6.994151659,Spermatogonia_1700001P01Rik high(Testis)    
1755,X39.16,9.887158834,7.854043291,Spermatocyte_1700001F09Rik high(Testis)    
1756,X9.20,9.880415982,7.832486655,Spermatocyte_Mesp1 high(Testis)    
1757,X48.20,9.903873313,8.055806777,Spermatocyte_Mesp1 high(Testis)    
1758,X40.16,9.9436559,7.536838986,Spermatocyte_1700001F09Rik high(Testis)    
1759,X43.16,10.0124615,8.868596528,Spermatocyte_1700001F09Rik high(Testis)    
1760,X36.18,9.987997742,8.828543202,Spermatocyte_Slc2a3 high(Testis)    
1761,X45.16,11.90531041,-7.005101514,Spermatocyte_1700001F09Rik high(Testis)    
1762,X48.16,9.931560629,8.027132058,Spermatocyte_1700001F09Rik high(Testis)    
1763,X23.17,9.91352364,8.148633913,Spermatocyte_Calm2 high(Testis)    
1764,X18.17,11.96627085,-6.717256612,Spermatocyte_Calm2 high(Testis)    
1765,X0.18,11.97241928,-6.668106935,Spermatocyte_Calm2 high(Testis)    
1766,X26.17,11.97451035,-6.636749398,Spermatocyte_Calm2 high(Testis)    
1767,X37.17,11.95866567,-6.759968937,Spermatocyte_Calm2 high(Testis)    
1768,X17.22,11.97420716,-6.649095487,Elongating spermatid(Testis)    
1769,X29.18,10.13951493,8.847545388,Spermatocyte_Slc2a3 high(Testis)    
1770,X1.17,10.19506528,8.800223098,Spermatocyte_Calm2 high(Testis)    
1771,X3.20,10.17254386,8.730335321,Spermatocyte_Mesp1 high(Testis)    
1772,X20.20,10.17974231,8.788734331,Spermatocyte_Mesp1 high(Testis)    
1773,X44.20,10.24855113,8.887931462,Spermatocyte_Mesp1 high(Testis)    
1774,X10.19,-10.40280698,8.964228273,Spermatids_Tnp1 high(Testis)    
1775,X2.17,-10.37042334,8.937860439,Spermatocyte_Calm2 high(Testis)    
1776,X15.19,-10.28119123,8.864535933,Spermatids_Tnp1 high(Testis)    
1777,X20.21,-10.39269803,8.954637937,Spermatids_Cst13 high(Testis)    
1778,X47.21,11.22409036,-8.100898259,Spermatids_Cst13 high(Testis)    
1779,X6.22,-10.38107691,8.947464929,Elongating spermatid(Testis)    
1780,X15.17,9.877429463,7.190733808,Spermatocyte_Calm2 high(Testis)    
1781,X3.17,9.871030199,7.380683898,Spermatocyte_Calm2 high(Testis)    
1782,X28.17,9.847498881,7.418007343,Spermatocyte_Calm2 high(Testis)    
1783,X23.20,9.858564787,7.593216396,Spermatocyte_Mesp1 high(Testis)    
1784,X24.20,9.851041146,7.382611507,Spermatocyte_Mesp1 high(Testis)    
1785,X4.17,11.94973107,-5.98770397,Spermatocyte_Calm2 high(Testis)    
1786,X27.17,11.96667837,-6.120968054,Spermatocyte_Calm2 high(Testis)    
1787,X12.18,11.95434924,-6.025432973,Spermatocyte_Slc2a3 high(Testis)    
1788,X34.20,9.872208646,7.200362007,Spermatocyte_Mesp1 high(Testis)    
1789,X45.22,11.9718082,-6.14707952,Elongating spermatid(Testis)    
1790,X47.17,-10.52371139,9.02629873,Spermatocyte_Calm2 high(Testis)    
1791,X5.17,-10.60280547,9.057806974,Spermatocyte_Calm2 high(Testis)    
1792,X7.19,-10.76660321,9.145359554,Spermatids_Tnp1 high(Testis)    
1793,X32.22,-10.60155995,9.06209848,Elongating spermatid(Testis)    
1794,X24.23,-10.81182316,9.16249997,Spermatogonia_1700001P01Rik high(Testis)    
1795,X30.23,-10.54029105,9.030100139,Spermatogonia_1700001P01Rik high(Testis)    
1796,X6.17,9.855420404,7.275982585,Spermatocyte_Calm2 high(Testis)    
1797,X35.20,9.843412943,7.406627461,Spermatocyte_Mesp1 high(Testis)    
1798,X22.17,9.887892835,8.006803712,Spermatocyte_Calm2 high(Testis)    
1799,X7.17,9.858216162,7.735314345,Spermatocyte_Calm2 high(Testis)    
1800,X33.17,9.840325875,7.563681715,Spermatocyte_Calm2 high(Testis)    
1801,X10.20,9.849598401,7.455793358,Spermatocyte_Mesp1 high(Testis)    
1802,X31.20,9.847603618,7.633660639,Spermatocyte_Mesp1 high(Testis)    
1803,X36.20,9.879052599,7.960243334,Spermatocyte_Mesp1 high(Testis)    
1804,X24.17,11.72129211,-7.573440433,Spermatocyte_Calm2 high(Testis)    
1805,X8.17,11.68105984,-7.567952249,Spermatocyte_Calm2 high(Testis)    
1806,X25.17,11.70840205,-7.57486767,Spermatocyte_Calm2 high(Testis)    
1807,X31.17,11.68708994,-7.548960348,Spermatocyte_Calm2 high(Testis)    
1808,X35.17,11.64638972,-7.619787078,Spermatocyte_Calm2 high(Testis)    
1809,X33.19,11.68789643,-7.621480946,Spermatids_Tnp1 high(Testis)    
1810,X4.20,9.968884282,8.37535786,Spermatocyte_Mesp1 high(Testis)    
1811,X9.17,9.95200187,8.334372691,Spermatocyte_Calm2 high(Testis)    
1812,X8.20,9.934996926,8.260324232,Spermatocyte_Mesp1 high(Testis)    
1813,X15.20,9.938157023,8.292316344,Spermatocyte_Mesp1 high(Testis)    
1814,X38.20,9.941994611,8.271507319,Spermatocyte_Mesp1 high(Testis)    
1815,X43.20,9.922795559,8.212670038,Spermatocyte_Mesp1 high(Testis)    
1816,X12.17,9.908881685,8.137225442,Spermatocyte_Calm2 high(Testis)    
1817,X10.17,9.889487207,8.043540194,Spermatocyte_Calm2 high(Testis)    
1818,X41.17,9.914438782,8.182595053,Spermatocyte_Calm2 high(Testis)    
1819,X48.17,9.84904393,8.115871276,Spermatocyte_Calm2 high(Testis)    
1820,X11.17,-10.55264762,9.049080226,Spermatocyte_Calm2 high(Testis)    
1821,X13.17,-10.45128563,8.985927678,Spermatocyte_Calm2 high(Testis)    
1822,X18.21,-10.42712877,8.969714026,Spermatids_Cst13 high(Testis)    
1823,X46.17,9.921406911,8.175140291,Spermatocyte_Calm2 high(Testis)    
1824,X14.17,10.02367675,8.464380661,Spermatocyte_Calm2 high(Testis)    
1825,X39.20,10.04866358,8.517235806,Spermatocyte_Mesp1 high(Testis)    
1826,X16.20,9.88429015,7.138432182,Spermatocyte_Mesp1 high(Testis)    
1827,X16.17,11.96114053,-6.735489765,Spermatocyte_Calm2 high(Testis)    
1828,X30.17,11.94837797,-6.809055547,Spermatocyte_Calm2 high(Testis)    
1829,X19.17,10.0974508,8.559412018,Spermatocyte_Calm2 high(Testis)    
1830,X39.17,9.943712438,8.210662075,Spermatocyte_Calm2 high(Testis)    
1831,X20.17,11.59788067,-7.83593073,Spermatocyte_Calm2 high(Testis)    
1832,X35.19,11.26567241,-8.108767946,Spermatids_Tnp1 high(Testis)    
1833,X21.17,11.33939073,-8.034805687,Spermatocyte_Calm2 high(Testis)    
1834,X41.21,11.32062086,-8.07578004,Spermatids_Cst13 high(Testis)    
1835,X21.22,11.30547112,-8.093940341,Elongating spermatid(Testis)    
1836,X24.22,11.27698188,-8.085982449,Elongating spermatid(Testis)    
1837,X42.22,11.30508827,-8.090546941,Elongating spermatid(Testis)    
1838,X38.17,9.887904574,8.040603698,Spermatocyte_Calm2 high(Testis)    
1839,X29.17,11.72073439,-7.614637057,Spermatocyte_Calm2 high(Testis)    
1840,X47.22,11.70330196,-7.649672061,Elongating spermatid(Testis)    
1841,X26.20,11.97824447,-6.280315524,Spermatocyte_Mesp1 high(Testis)    
1842,X35.23,11.9818345,-6.218584878,Spermatogonia_1700001P01Rik high(Testis)    
1843,X0.21,9.841186082,7.523857594,Spermatocyte_Mesp1 high(Testis)    
1844,X32.17,11.78206609,-7.321069491,Spermatocyte_Calm2 high(Testis)    
1845,X48.19,11.93408398,-6.876804671,Spermatids_Tnp1 high(Testis)    
1846,X45.20,9.819535819,7.463762693,Spermatocyte_Mesp1 high(Testis)    
1847,X42.17,11.54500148,-7.891094587,Spermatocyte_Calm2 high(Testis)    
1848,X34.17,11.37991464,-8.039410958,Spermatocyte_Calm2 high(Testis)    
1849,X49.20,11.3630579,-8.06287716,Spermatocyte_Mesp1 high(Testis)    
1850,X3.22,11.40621353,-8.03899732,Elongating spermatid(Testis)    
1851,X24.19,-12.21047328,9.749925468,Spermatids_Tnp1 high(Testis)    
1852,X36.17,-12.20744368,9.748091279,Spermatocyte_Calm2 high(Testis)    
1853,X34.19,-12.26407299,9.77007441,Spermatids_Tnp1 high(Testis)    
1854,X28.21,-12.14044307,9.722927276,Spermatids_Cst13 high(Testis)    
1855,X34.21,-12.07933307,9.698976197,Spermatids_Cst13 high(Testis)    
1856,X45.23,-12.1565819,9.728571023,Spermatogonia_1700001P01Rik high(Testis)    
1857,X40.17,11.97437373,-6.200203972,Spermatocyte_Calm2 high(Testis)    
1858,X11.19,11.68851423,-7.717556848,Spermatids_Tnp1 high(Testis)    
1859,X27.23,11.63439225,-7.790922215,Spermatogonia_1700001P01Rik high(Testis)    
1860,X2.19,-11.35202306,9.407667059,Spermatids_Tnp1 high(Testis)    
1861,X44.17,-11.25273645,9.349219219,Spermatocyte_Calm2 high(Testis)    
1862,X9.19,-11.21593035,9.335966115,Spermatids_Tnp1 high(Testis)    
1863,X16.21,-10.95816787,9.2275213,Spermatids_Cst13 high(Testis)    
1864,X19.22,-11.28655008,9.34928266,Elongating spermatid(Testis)    
1865,X11.23,-11.30684344,9.374287506,Spermatogonia_1700001P01Rik high(Testis)    
1866,X45.17,-11.31301235,9.376627799,Spermatocyte_Calm2 high(Testis)    
1867,X25.22,-11.41287016,9.423132322,Elongating spermatid(Testis)    
1868,X4.19,-10.34596707,8.910593001,Spermatids_Tnp1 high(Testis)    
1869,X49.17,9.918181366,8.209985433,Spermatocyte_Calm2 high(Testis)    
1870,X6.18,10.84005108,9.638815246,Spermatocyte_Slc2a3 high(Testis)    
1871,X0.19,10.89980452,9.699156597,Spermatocyte_Slc2a3 high(Testis)    
1872,X11.18,10.87384564,9.673263569,Spermatocyte_Slc2a3 high(Testis)    
1873,X30.18,10.85151031,9.650430093,Spermatocyte_Slc2a3 high(Testis)    
1874,X37.18,10.85782712,9.657394225,Spermatocyte_Slc2a3 high(Testis)    
1875,X42.18,10.88492246,9.684661373,Spermatocyte_Slc2a3 high(Testis)    
1876,X5.18,10.65775333,9.448362887,Spermatocyte_Slc2a3 high(Testis)    
1877,X1.18,10.63603423,9.424234601,Spermatocyte_Slc2a3 high(Testis)    
1878,X17.18,10.61362762,9.399482553,Spermatocyte_Slc2a3 high(Testis)    
1879,X32.18,10.64700396,9.436177315,Spermatocyte_Slc2a3 high(Testis)    
1880,X14.18,10.6408384,9.429933837,Spermatocyte_Slc2a3 high(Testis)    
1881,X2.18,10.53191369,9.303082307,Spermatocyte_Slc2a3 high(Testis)    
1882,X3.18,10.65672834,9.447823521,Spermatocyte_Slc2a3 high(Testis)    
1883,X22.18,10.71213354,9.505936356,Spermatocyte_Slc2a3 high(Testis)    
1884,X46.18,10.67089987,9.46339114,Spermatocyte_Slc2a3 high(Testis)    
1885,X26.18,10.82842541,9.627536645,Spermatocyte_Slc2a3 high(Testis)    
1886,X33.18,10.85546315,9.65492127,Spermatocyte_Slc2a3 high(Testis)    
1887,X7.18,9.875562844,7.830994752,Spermatocyte_Slc2a3 high(Testis)    
1888,X5.20,9.875191217,7.803040717,Spermatocyte_Mesp1 high(Testis)    
1889,X8.18,10.87570963,9.675230265,Spermatocyte_Slc2a3 high(Testis)    
1890,X13.18,10.87627616,9.675591494,Spermatocyte_Slc2a3 high(Testis)    
1891,X48.18,10.8865095,9.686603293,Spermatocyte_Slc2a3 high(Testis)    
1892,X9.18,10.89759176,9.697680454,Spermatocyte_Slc2a3 high(Testis)    
1893,X38.18,10.89363725,9.693408466,Spermatocyte_Slc2a3 high(Testis)    
1894,X10.18,10.51789942,9.288827683,Spermatocyte_Slc2a3 high(Testis)    
1895,X43.18,10.52943771,9.302143173,Spermatocyte_Slc2a3 high(Testis)    
1896,X31.18,10.85658416,9.655951917,Spermatocyte_Slc2a3 high(Testis)    
1897,X16.18,10.61747478,9.408978218,Spermatocyte_Slc2a3 high(Testis)    
1898,X18.18,9.927228327,8.334933608,Spermatocyte_Slc2a3 high(Testis)    
1899,X19.18,9.938117551,8.311653012,Spermatocyte_Slc2a3 high(Testis)    
1900,X20.18,10.43276543,9.173151595,Spermatocyte_Slc2a3 high(Testis)    
1901,X49.18,10.47111488,9.230286222,Spermatocyte_Slc2a3 high(Testis)    
1902,X23.18,10.70988849,9.503223341,Spermatocyte_Slc2a3 high(Testis)    
1903,X25.18,10.87436821,9.673056932,Spermatocyte_Slc2a3 high(Testis)    
1904,X28.18,10.62002659,9.40587345,Spermatocyte_Slc2a3 high(Testis)    
1905,X2.20,10.09204939,8.85272675,Spermatocyte_Mesp1 high(Testis)    
1906,X47.20,10.2823427,8.983598943,Spermatocyte_Mesp1 high(Testis)    
1907,X35.18,10.75082523,9.546848518,Spermatocyte_Slc2a3 high(Testis)    
1908,X40.18,10.65523678,9.44612845,Spermatocyte_Slc2a3 high(Testis)    
1909,X45.18,10.67382875,9.466596541,Spermatocyte_Slc2a3 high(Testis)    
1910,X47.18,10.40554704,9.15812838,Spermatocyte_Slc2a3 high(Testis)    
1911,X30.19,-10.41098329,8.965055776,Spermatids_Tnp1 high(Testis)    
1912,X1.19,-10.5133323,9.020524007,Spermatids_Tnp1 high(Testis)    
1913,X32.21,-10.48824014,9.009231797,Spermatids_Cst13 high(Testis)    
1914,X5.23,-10.49571984,9.013674003,Spermatogonia_1700001P01Rik high(Testis)    
1915,X3.21,-11.37544105,9.409810577,Spermatids_Cst13 high(Testis)    
